x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.42763859033584595,0.9718889594078064,-7.415557234935477e-08,0.43543392419815063,0.915859580039978,0.003057652385905385,0.4277935028076172,0.8672085404396057,0.001208993257023394,0.4080662131309509,0.8395127654075623,-0.001956529915332794,0.3859170377254486,0.8387975692749023,-0.005075548775494099,0.41012123227119446,0.8519543409347534,-0.005724041257053614,0.38142597675323486,0.821139931678772,-0.012962215580046177,0.38600051403045654,0.8358609080314636,-0.01762613281607628,0.3969481885433197,0.8515238761901855,-0.0195387564599514,0.3885341286659241,0.877278745174408,-0.01033647172152996,0.36609095335006714,0.8551137447357178,-0.01286877878010273,0.3727165162563324,0.8679556846618652,-0.013138477690517902,0.3833369314670563,0.8807831406593323,-0.013864330016076565,0.36991238594055176,0.9065113067626953,-0.01447398029267788,0.3546324670314789,0.8861267566680908,-0.014180042780935764,0.3618275821208954,0.8951309323310852,-0.008667048998177052,0.37135177850723267,0.9061886072158813,-0.006087981630116701,0.35515737533569336,0.9355274438858032,-0.01837257295846939,0.34443873167037964,0.9134930372238159,-0.015009399503469467,0.35240206122398376,0.9199400544166565,-0.006669758353382349,0.3607533574104309,0.9282693266868591,-0.0008351084543392062,sorry
0.4302353262901306,0.9733978509902954,-8.92605385161005e-08,0.43808165192604065,0.9123387932777405,0.004627516493201256,0.4281215965747833,0.8647460341453552,0.0026974836364388466,0.40613439679145813,0.8398497700691223,-0.0008127128821797669,0.3842995762825012,0.8357141017913818,-0.004626466892659664,0.41292428970336914,0.8495185971260071,-0.006862169597297907,0.3833597004413605,0.8226300477981567,-0.013351090252399445,0.3881392776966095,0.8382878303527832,-0.01725766249001026,0.39964258670806885,0.8529051542282104,-0.019144894555211067,0.39067912101745605,0.8768172860145569,-0.012432394549250603,0.3688611686229706,0.8587369918823242,-0.014230366796255112,0.37565556168556213,0.8734316825866699,-0.0137375108897686,0.3867691457271576,0.8859187960624695,-0.014418374747037888,0.3722701370716095,0.9081043601036072,-0.01709679141640663,0.35876238346099854,0.8931146264076233,-0.01630115881562233,0.3655930757522583,0.9034923911094666,-0.010588876903057098,0.3754606544971466,0.9138829112052917,-0.008334052748978138,0.35784369707107544,0.9391302466392517,-0.021385936066508293,0.3497713804244995,0.9218114614486694,-0.017971858382225037,0.35754087567329407,0.930257260799408,-0.00967699196189642,0.3658204972743988,0.9389219880104065,-0.004020516760647297,sorry
0.42812129855155945,0.9739197492599487,-8.334365020346013e-08,0.43516701459884644,0.9144042134284973,0.005035755690187216,0.4254307150840759,0.8674403429031372,0.002930491231381893,0.40577808022499084,0.842494785785675,-0.001019305200316012,0.3851097524166107,0.8375556468963623,-0.005202747881412506,0.41462239623069763,0.8489358425140381,-0.0053623574785888195,0.3835636377334595,0.8213077783584595,-0.012571562081575394,0.38795825839042664,0.8363123536109924,-0.017336007207632065,0.3989984095096588,0.8505755066871643,-0.01944907382130623,0.3934211730957031,0.8756008148193359,-0.011328062042593956,0.36966297030448914,0.8543987274169922,-0.013781563378870487,0.3756392300128937,0.8679617643356323,-0.013760428875684738,0.38661617040634155,0.8806398510932922,-0.014447448775172234,0.3744376301765442,0.905247151851654,-0.016568763181567192,0.3590911030769348,0.8860148787498474,-0.01610156148672104,0.3650781810283661,0.8964454531669617,-0.010470053181052208,0.3746005594730377,0.9075817465782166,-0.007950276136398315,0.35851916670799255,0.9342595338821411,-0.02148844115436077,0.34978005290031433,0.9141219258308411,-0.018117466941475868,0.35727205872535706,0.922629177570343,-0.009794685058295727,0.36535370349884033,0.9315110445022583,-0.003984975162893534,sorry
0.43069350719451904,0.9724385738372803,-6.448662048796905e-08,0.4363238513469696,0.9111061096191406,0.0066359443590044975,0.42531251907348633,0.862545907497406,0.0054965028539299965,0.40665432810783386,0.8347343802452087,0.0022832979448139668,0.38610872626304626,0.8291136026382446,-0.0012954309349879622,0.41426587104797363,0.8482552766799927,-0.0031604391988366842,0.38413265347480774,0.8205099105834961,-0.00884608831256628,0.38820165395736694,0.8342307209968567,-0.012876848690211773,0.3988491892814636,0.8476310968399048,-0.014789534732699394,0.39333632588386536,0.8755087852478027,-0.00956235732883215,0.36933478713035583,0.8532242774963379,-0.010612275451421738,0.3749644160270691,0.8660922646522522,-0.010027609765529633,0.3855617642402649,0.8787090182304382,-0.010662436485290527,0.37424471974372864,0.905610978603363,-0.015082012861967087,0.35812878608703613,0.8852283358573914,-0.013528117910027504,0.3637758791446686,0.8944482803344727,-0.007629712577909231,0.37279969453811646,0.9053094387054443,-0.005254006944596767,0.35822874307632446,0.9349034428596497,-0.02012869343161583,0.3481299877166748,0.913233757019043,-0.015621669590473175,0.35506293177604675,0.9208023548126221,-0.006748071406036615,0.3628454804420471,0.9296475648880005,-0.0008669276721775532,sorry
0.4292539954185486,0.9719133377075195,-8.894126324321405e-08,0.4370974898338318,0.909770131111145,0.006782270036637783,0.42713209986686707,0.8607126474380493,0.006164935417473316,0.40838533639907837,0.8306824564933777,0.0034541848581284285,0.3882206380367279,0.8218711614608765,0.0004240359994582832,0.4143657982349396,0.8486758470535278,-0.004079831298440695,0.384798526763916,0.8195278644561768,-0.009876281023025513,0.38969188928604126,0.8344736695289612,-0.0135611267760396,0.40085744857788086,0.8492014408111572,-0.01512248907238245,0.3929058909416199,0.8766273856163025,-0.01027058344334364,0.3709961473941803,0.8554297685623169,-0.010880851186811924,0.37736964225769043,0.869433581829071,-0.009631551802158356,0.38803961873054504,0.8819081783294678,-0.010078156366944313,0.37385499477386475,0.907084047794342,-0.01553361490368843,0.3599705696105957,0.8882042169570923,-0.013488391414284706,0.36588722467422485,0.898247480392456,-0.007069725077599287,0.3749813735485077,0.909031867980957,-0.0046563236974179745,0.3582281172275543,0.936235249042511,-0.020350949838757515,0.3504067659378052,0.915471076965332,-0.015528962947428226,0.35712695121765137,0.9237491488456726,-0.006545297801494598,0.36452654004096985,0.9328126311302185,-0.0007349014049395919,sorry
0.427028626203537,0.9735729694366455,-1.0305300435220488e-07,0.43461722135543823,0.9126176238059998,0.007345091085880995,0.4247663915157318,0.8656288981437683,0.006742575671523809,0.4070955216884613,0.8373536467552185,0.003916621208190918,0.38749074935913086,0.8291809558868408,0.0006904816254973412,0.4150191843509674,0.8513405919075012,-0.0044647036120295525,0.38475605845451355,0.8214747905731201,-0.010236389003694057,0.38969913125038147,0.8378332853317261,-0.013787487521767616,0.40104198455810547,0.8522933721542358,-0.015411844477057457,0.39340734481811523,0.8793292045593262,-0.011102480813860893,0.37056586146354675,0.8602222204208374,-0.012403907254338264,0.37683340907096863,0.8760879635810852,-0.0113518126308918,0.3879970610141754,0.8886822462081909,-0.011707225814461708,0.37445008754730225,0.9101767539978027,-0.016677048057317734,0.3595382273197174,0.8952682018280029,-0.014677577652037144,0.3655124306678772,0.9064892530441284,-0.008199530653655529,0.3750818371772766,0.9165433049201965,-0.005689774639904499,0.3592529296875,0.9398744702339172,-0.021777000278234482,0.3506626486778259,0.9231590032577515,-0.01691308431327343,0.3574255108833313,0.9320108890533447,-0.0078191002830863,0.3653672933578491,0.9405370354652405,-0.0018691533477976918,sorry
0.42824921011924744,0.971268892288208,-8.810962981442572e-08,0.43529489636421204,0.9097080826759338,0.005620969925075769,0.4264914095401764,0.8600825071334839,0.003875076537951827,0.4084227979183197,0.8311710357666016,0.00013097190822008997,0.3876037001609802,0.824370265007019,-0.004067230504006147,0.41334664821624756,0.8505284786224365,-0.006361962296068668,0.38452744483947754,0.8217192888259888,-0.01370151061564684,0.3890445828437805,0.8371924757957458,-0.018414979800581932,0.4001180827617645,0.8528749346733093,-0.020672859624028206,0.39193835854530334,0.8789491057395935,-0.012742485851049423,0.36964648962020874,0.8593582510948181,-0.015321086160838604,0.3763235807418823,0.8741320967674255,-0.014998738653957844,0.3875483572483063,0.8869273066520691,-0.01582527533173561,0.3732563555240631,0.909804105758667,-0.018262090161442757,0.3593981862068176,0.8946203589439392,-0.018181752413511276,0.3657013475894928,0.905216634273529,-0.012178290635347366,0.3751066029071808,0.915558934211731,-0.009691261686384678,0.3578358292579651,0.9393843412399292,-0.02340388484299183,0.3499354124069214,0.9222551584243774,-0.020147312432527542,0.3568425476551056,0.9311766624450684,-0.011569908820092678,0.3643595576286316,0.9400933384895325,-0.005844612140208483,sorry
0.431295782327652,0.974149763584137,-7.109527899729073e-08,0.4360976815223694,0.9137120246887207,0.006602275185286999,0.42475569248199463,0.8687668442726135,0.004577708430588245,0.405683308839798,0.8461145162582397,0.00045427572331391275,0.38530176877975464,0.844914972782135,-0.004052478354424238,0.414153516292572,0.8495792746543884,-0.004773401655256748,0.385171115398407,0.822138786315918,-0.011084075085818768,0.38991105556488037,0.8372541666030884,-0.015339424833655357,0.4005592167377472,0.8516995906829834,-0.01737855188548565,0.39209702610969543,0.8764697313308716,-0.011366617865860462,0.37002846598625183,0.8551042675971985,-0.012994487769901752,0.37622958421707153,0.8698621392250061,-0.012460465542972088,0.38655564188957214,0.8837525844573975,-0.012952962890267372,0.37259194254875183,0.9066898822784424,-0.016970524564385414,0.3591310977935791,0.8876530528068542,-0.01514822244644165,0.3647400140762329,0.8988307118415833,-0.009281652048230171,0.3733002543449402,0.9107993841171265,-0.006976502016186714,0.3567487597465515,0.9363948702812195,-0.022156883031129837,0.3496059477329254,0.9161575436592102,-0.017453394830226898,0.35667067766189575,0.9248741269111633,-0.008794877678155899,0.36398372054100037,0.9343141317367554,-0.0030399770475924015,sorry
0.429684042930603,0.9727870225906372,-7.487676612072391e-08,0.4351564645767212,0.9119867086410522,0.006299085449427366,0.4247715175151825,0.8650733828544617,0.00456165662035346,0.40683606266975403,0.8377116918563843,0.001053080428391695,0.3862305283546448,0.8342885375022888,-0.00294460728764534,0.4151761531829834,0.8478882908821106,-0.005943006370216608,0.38668093085289,0.8204181790351868,-0.011294126510620117,0.3900570869445801,0.8364278674125671,-0.01476649846881628,0.4002333879470825,0.8504548072814941,-0.016553765162825584,0.3930644690990448,0.8761947751045227,-0.012067267671227455,0.37029027938842773,0.8538497090339661,-0.012871384620666504,0.3758845627307892,0.8684780597686768,-0.011758904904127121,0.38667988777160645,0.8822354674339294,-0.012208057567477226,0.37366795539855957,0.9075890779495239,-0.017041534185409546,0.3594643473625183,0.8892701268196106,-0.014745964668691158,0.36544135212898254,0.8996856808662415,-0.008646906353533268,0.37501510977745056,0.9109945893287659,-0.006471882574260235,0.35812363028526306,0.9378002285957336,-0.02153203636407852,0.34998804330825806,0.9184577465057373,-0.01664154976606369,0.3572239279747009,0.926884651184082,-0.007787157315760851,0.3656265437602997,0.9360238909721375,-0.002064726548269391,sorry
0.43249332904815674,0.9717161655426025,-8.84982114257582e-08,0.4362207353115082,0.9102234244346619,0.006815856788307428,0.4254079759120941,0.8636789321899414,0.005378717556595802,0.4073725640773773,0.8366652131080627,0.0017217628192156553,0.3878554105758667,0.8294079303741455,-0.002347413217648864,0.4145830571651459,0.8473488688468933,-0.004626965615898371,0.3864773213863373,0.8205766677856445,-0.011052762158215046,0.39052316546440125,0.8366005420684814,-0.015256729908287525,0.4010452330112457,0.851612389087677,-0.017277535051107407,0.3934657573699951,0.8750131726264954,-0.011338314041495323,0.3719295859336853,0.8559558987617493,-0.012785312719643116,0.3779516816139221,0.8712449073791504,-0.01193639263510704,0.3886338770389557,0.8841386437416077,-0.012477157637476921,0.3750138282775879,0.9058706164360046,-0.01709214225411415,0.3622884452342987,0.8910644054412842,-0.015860293060541153,0.36827749013900757,0.9021580219268799,-0.009875809773802757,0.3775043189525604,0.913375198841095,-0.007519579958170652,0.3596895933151245,0.9364575743675232,-0.022413644939661026,0.3527727723121643,0.919769823551178,-0.018427282571792603,0.3598650097846985,0.9288145899772644,-0.009982110001146793,0.3674830496311188,0.9379584789276123,-0.00432865135371685,sorry
